id,file,line,context,original,translation,status,error
c7a1cac9,game/objects/effects/decals/Cleanable/misc.dm,85,desc,Somebody should remove that.,,pending,
29288dc0,game/objects/effects/decals/Cleanable/misc.dm,94,desc,It looks like a melted... something.,,pending,
5366a307,game/objects/effects/decals/Cleanable/misc.dm,103,desc,Somebody should remove that.,,pending,
545084d3,game/objects/effects/decals/Cleanable/misc.dm,113,desc,"Gosh, how unpleasant.",,pending,
4f8f9bfd,game/objects/effects/decals/Cleanable/misc.dm,124,desc,It's red.,,pending,
c590fa5a,game/objects/effects/decals/Cleanable/misc.dm,133,desc,Seems like this one won't hatch.,,pending,
6907e858,game/objects/effects/decals/Cleanable/misc.dm,142,desc,It's pie cream from a cream pie.,,pending,
1984b623,game/objects/effects/decals/Cleanable/robots.dm,2,name,robot debris,,pending,
1eb33e74,game/objects/effects/decals/Cleanable/robots.dm,39,name,motor oil,,pending,
466eeec9,game/objects/effects/decals/Cleanable/robots.dm,3,desc,It's a useless heap of junk... <i>or is it?</i>,,pending,
042aa455,game/objects/effects/decals/Cleanable/robots.dm,40,desc,It's black and greasy. Looks like Beepsky made another mess.,,pending,
6b101127,game/objects/effects/decals/Cleanable/tracks.dm,144,name,wet footprints,,pending,
406dcabf,game/objects/effects/decals/Cleanable/tracks.dm,151,name,wet tracks,,pending,
9583b2a9,game/objects/effects/decals/Cleanable/tracks.dm,145,desc,Whoops...,,pending,
3fe86e09,game/objects/effects/decals/Cleanable/tracks.dm,154,desc,They look like tracks left by wheels.,,pending,
a7cb8bc2,game/objects/effects/decals/contraband.dm,74,to_chat,You remove the remnants of the poster.,,pending,
9cd4af84,game/objects/effects/decals/contraband.dm,77,to_chat,You carefully remove the poster from the wall.,,pending,
d2f5ade3,game/objects/effects/decals/contraband.dm,112,to_chat,You can't place this here!,,pending,
98b4f0e6,game/objects/effects/decals/contraband.dm,118,to_chat,The wall is far too cluttered to place a poster!,,pending,
1670469d,game/objects/effects/decals/contraband.dm,122,to_chat,The wall is far too cluttered to place a poster!,,pending,
37ff7a8f,game/objects/effects/decals/contraband.dm,125,to_chat,You start placing the poster on the wall...,,pending,
5901ac0e,game/objects/effects/decals/contraband.dm,140,to_chat,You place the poster!,,pending,
5c1399c5,game/objects/effects/decals/contraband.dm,92,visible_message,"[user] rips [src] in a single, decisive motion!",,pending,
172ee13a,game/objects/effects/decals/contraband.dm,5,name,contraband item,,pending,
2c8e7e8e,game/objects/effects/decals/contraband.dm,12,name,rolled-up poster,,pending,
24fdbd91,game/objects/effects/decals/contraband.dm,29,name,poster,,pending,
d2dd5bdd,game/objects/effects/decals/contraband.dm,96,name,ripped poster,,pending,
1ed66dd0,game/objects/effects/decals/contraband.dm,6,desc,You probably shouldn't be holding this.,,pending,
5c7d950b,game/objects/effects/decals/contraband.dm,13,desc,"The poster comes with its own automatic adhesive mechanism, for easy pinning to any vertical surface.",,pending,
05a30a7a,game/objects/effects/decals/contraband.dm,30,desc,A large piece of space-resistant printed paper. ,,pending,
0f10c476,game/objects/effects/decals/contraband.dm,97,desc,You can't make out anything from the poster's original print. It's ruined.,,pending,
c63e59cc,game/objects/effects/decals/crayon.dm,2,name,rune,,pending,
a9524db2,game/objects/effects/decals/crayon.dm,3,desc,A rune drawn in crayon.,,pending,
42a11210,game/objects/effects/decals/crayon.dm,11,desc,A [type] drawn in crayon.,,pending,
ec4389d0,game/objects/effects/decals/decal.dm,2,name,decal,,pending,
7bdce723,game/objects/effects/decals/decal.dm,8,name,turf decal,,pending,
12b13f3d,game/objects/effects/decals/hybrisa_decals.dm,42,name,road,,pending,
291e465c,game/objects/effects/decals/hybrisa_decals.dm,46,name,road,,pending,
06caa3fa,game/objects/effects/decals/hybrisa_decals.dm,50,name,road,,pending,
891bb231,game/objects/effects/decals/hybrisa_decals.dm,54,name,road,,pending,
7e68352f,game/objects/effects/decals/hybrisa_decals.dm,58,name,road,,pending,
97df920e,game/objects/effects/decals/hybrisa_decals.dm,62,name,road,,pending,
81d2b82c,game/objects/effects/decals/hybrisa_decals.dm,66,name,road,,pending,
368f8b31,game/objects/effects/decals/hybrisa_decals.dm,70,name,road,,pending,
f23cd322,game/objects/effects/decals/hybrisa_decals.dm,74,name,road,,pending,
86f88d87,game/objects/effects/decals/hybrisa_decals.dm,78,name,road,,pending,
5ba9d329,game/objects/effects/decals/hybrisa_decals.dm,82,name,road,,pending,
626f408c,game/objects/effects/decals/hybrisa_decals.dm,86,name,road,,pending,
8864d5b1,game/objects/effects/decals/hybrisa_decals.dm,90,name,road,,pending,
179312f5,game/objects/effects/decals/hybrisa_decals.dm,94,name,road,,pending,
90dc9076,game/objects/effects/decals/hybrisa_decals.dm,98,name,road,,pending,
b5a9e8de,game/objects/effects/decals/hybrisa_decals.dm,102,name,road,,pending,
14fc5d00,game/objects/effects/decals/hybrisa_decals.dm,106,name,road,,pending,
3c9f4c7d,game/objects/effects/decals/hybrisa_decals.dm,112,name,road,,pending,
91aeab0a,game/objects/effects/decals/hybrisa_decals.dm,116,name,road,,pending,
f79ed9cd,game/objects/effects/decals/hybrisa_decals.dm,120,name,road,,pending,
b738944f,game/objects/effects/decals/hybrisa_decals.dm,124,name,road,,pending,
ac788b43,game/objects/effects/decals/hybrisa_decals.dm,128,name,road,,pending,
58bdfb18,game/objects/effects/decals/hybrisa_decals.dm,132,name,road,,pending,
8f394fab,game/objects/effects/decals/hybrisa_decals.dm,136,name,road,,pending,
5ea48ce2,game/objects/effects/decals/hybrisa_decals.dm,140,name,road,,pending,
68358a22,game/objects/effects/decals/hybrisa_decals.dm,144,name,road,,pending,
8dc81e4a,game/objects/effects/decals/hybrisa_decals.dm,148,name,road,,pending,
fd11abca,game/objects/effects/decals/hybrisa_decals.dm,152,name,road,,pending,
f44d4fc9,game/objects/effects/decals/hybrisa_decals.dm,156,name,road,,pending,
94cea063,game/objects/effects/decals/hybrisa_decals.dm,160,name,road,,pending,
8197babb,game/objects/effects/decals/hybrisa_decals.dm,238,name,warning stripes,,pending,
52ce9c9e,game/objects/effects/decals/hybrisa_decals.dm,242,name,warning stripes,,pending,
28bb3f4b,game/objects/effects/decals/hybrisa_decals.dm,249,name,solid metal grate,,pending,
8667079a,game/objects/effects/decals/hybrisa_decals.dm,287,name,garbage,,pending,
1fcda933,game/objects/effects/decals/hybrisa_decals.dm,347,name,strange goop,,pending,
51694575,game/objects/effects/decals/hybrisa_decals.dm,250,desc,A metal grate.,,pending,
b5dc69da,game/objects/effects/decals/hybrisa_decals.dm,288,desc,Some trash plastered to the ground.,,pending,
32fd6355,game/objects/effects/decals/misc.dm,10,name,chemicals,,pending,
47d3ccad,game/objects/effects/decals/posters/bs12.dm,4,name,"Responsible medbay habits, No #3",,pending,
8a518671,game/objects/effects/decals/posters/bs12.dm,9,name,No ERP,,pending,
6d9ffb01,game/objects/effects/decals/posters/bs12.dm,14,name,Donut Corp,,pending,
f7806a57,game/objects/effects/decals/posters/bs12.dm,19,name,Eat!,,pending,
919b9ed2,game/objects/effects/decals/posters/bs12.dm,24,name,"Tools, tools, tools",,pending,
c586e27b,game/objects/effects/decals/posters/bs12.dm,29,name,Shambler's Juice,,pending,
047151a3,game/objects/effects/decals/posters/bs12.dm,34,name,Have a Puff,,pending,
06ea4174,game/objects/effects/decals/posters/bs12.dm,39,name,D-Day Promo,,pending,
d20053d1,game/objects/effects/decals/posters/bs12.dm,44,name,Red Rum,,pending,
0a1b9601,game/objects/effects/decals/posters/bs12.dm,49,name,Punch Shit,,pending,
3badbde8,game/objects/effects/decals/posters/bs12.dm,54,name,Star-kist,,pending,
b06abf85,game/objects/effects/decals/posters/bs12.dm,59,name,Space Cola,,pending,
7f9e093a,game/objects/effects/decals/posters/bs12.dm,64,name,Space-Up!,,pending,
f21bcb76,game/objects/effects/decals/posters/bs12.dm,69,name,Scary Poster,,pending,
d1b31434,game/objects/effects/decals/posters/bs12.dm,74,name,Got Wood?,,pending,
3ba655e4,game/objects/effects/decals/posters/bs12.dm,79,name,Here For Your Safety,,pending,
d6eb3974,game/objects/effects/decals/posters/bs12.dm,84,name,\improper Nanotrasen logo,,pending,
3e1a21eb,game/objects/effects/decals/posters/bs12.dm,89,name,Cleanliness,,pending,
b849b20a,game/objects/effects/decals/posters/bs12.dm,94,name,Help Others,,pending,
f158d46a,game/objects/effects/decals/posters/bs12.dm,99,name,Build,,pending,
9ec5d614,game/objects/effects/decals/posters/bs12.dm,104,name,Bless This Spess,,pending,
88bff40a,game/objects/effects/decals/posters/bs12.dm,109,name,Obey,,pending,
3fa5de34,game/objects/effects/decals/posters/bs12.dm,114,name,Walk,,pending,
fa37ca4b,game/objects/effects/decals/posters/bs12.dm,119,name,Ue No.,,pending,
c9d88064,game/objects/effects/decals/posters/bs12.dm,124,name,Work For A Future,,pending,
b3fbeb63,game/objects/effects/decals/posters/bs12.dm,129,name,Fruit Bowl,,pending,
1959e888,game/objects/effects/decals/posters/bs12.dm,134,name,Moffuchi's Pizza,,pending,
48b8467c,game/objects/effects/decals/posters/bs12.dm,139,name,Saibāsan: 600 Years Commemorative Poster,,pending,
de94d1c4,game/objects/effects/decals/posters/bs12.dm,144,name,"AVENGE OUR LORD, ENLIST TODAY",,pending,
7177eaaa,game/objects/effects/decals/posters/bs12.dm,149,name,The One Place,,pending,
55afed7f,game/objects/effects/decals/posters/bs12.dm,154,name,Andromeda Bitters,,pending,
6403a504,game/objects/effects/decals/posters/bs12.dm,159,name,High-Class Martini,,pending,
89bcb9c2,game/objects/effects/decals/posters/bs12.dm,5,desc,"A safety poster with a female surgeon. \""Let the surgeons do their work. NEVER replace or remove a surgery tool from where the surgeon put it!\""",,pending,
4959ca02,game/objects/effects/decals/posters/bs12.dm,10,desc,"This poster reminds the crew that Eroticism, Rape, and Pornography (but not pin up posters!) are banned on Nanotrasen stations.",,pending,
26287461,game/objects/effects/decals/posters/bs12.dm,15,desc,"This is an advertisement for Donut Corp, the new innovation in donut technology!",,pending,
ecee9137,game/objects/effects/decals/posters/bs12.dm,20,desc,A poster depicting a hamburger. The poster orders you to consume the hamburger.,,pending,
20556177,game/objects/effects/decals/posters/bs12.dm,25,desc,"You can never have enough tools, thats for sure!",,pending,
222f75ed,game/objects/effects/decals/posters/bs12.dm,30,desc,~Shake me up some of that Shambler's Juice!~,,pending,
3d7f2bff,game/objects/effects/decals/posters/bs12.dm,35,desc,Who cares about lung cancer when you're high as a kite?,,pending,
524eef58,game/objects/effects/decals/posters/bs12.dm,40,desc,A promotional poster for some rapper.,,pending,
1c1c7cdc,game/objects/effects/decals/posters/bs12.dm,45,desc,Looking at this poster makes you want to kill.,,pending,
4dc910d5,game/objects/effects/decals/posters/bs12.dm,50,desc,"Fight things for no reason, like a man!",,pending,
6f35b76a,game/objects/effects/decals/posters/bs12.dm,55,desc,Drink the stars!,,pending,
3c18d29b,game/objects/effects/decals/posters/bs12.dm,60,desc,"Your favorite cola, in space.",,pending,
9d41385d,game/objects/effects/decals/posters/bs12.dm,65,desc,Sucked out into space by the FLAVOR!,,pending,
05ee36bf,game/objects/effects/decals/posters/bs12.dm,70,desc,"Don't forget, you're here forever.",,pending,
1c5c45c0,game/objects/effects/decals/posters/bs12.dm,75,desc,"A grimy old advert for a seedy lumber company. \""You got a friend in me.\"" is scrawled in the corner.",,pending,
553997be,game/objects/effects/decals/posters/bs12.dm,80,desc,A poster glorifying the ship's nonexistent security force.,,pending,
090be585,game/objects/effects/decals/posters/bs12.dm,85,desc,A poster depicting the Nanotrasen logo.,,pending,
6f327641,game/objects/effects/decals/posters/bs12.dm,90,desc,A poster warning of the dangers of poor hygiene.,,pending,
3e1074c0,game/objects/effects/decals/posters/bs12.dm,95,desc,A poster encouraging you to help fellow battle buddies.,,pending,
9a982b57,game/objects/effects/decals/posters/bs12.dm,100,desc,A poster glorifying the engineering team.,,pending,
488c7460,game/objects/effects/decals/posters/bs12.dm,105,desc,A poster blessing this area.,,pending,
50aad8cb,game/objects/effects/decals/posters/bs12.dm,110,desc,A poster instructing the viewer to obey authority and chain of command.,,pending,
c94b4f89,game/objects/effects/decals/posters/bs12.dm,115,desc,A poster instructing the viewer to walk instead of running.,,pending,
76abc3c6,game/objects/effects/decals/posters/bs12.dm,120,desc,This thing is all in Japanese.,,pending,
f1e2a04f,game/objects/effects/decals/posters/bs12.dm,125,desc, A poster encouraging you to work for your future.,,pending,
0a1782c8,game/objects/effects/decals/posters/bs12.dm,130,desc," Simple, yet awe-inspiring.",,pending,
9a6c9d46,game/objects/effects/decals/posters/bs12.dm,135,desc,Moffuchi's Pizzeria: family style pizza for 2 centuries.,,pending,
e5d28b71,game/objects/effects/decals/posters/bs12.dm,140,desc,An artistic poster commemorating 600 years of continual business for Cybersun Industries.,,pending,
cc2c5098,game/objects/effects/decals/posters/bs12.dm,145,desc,An old Lizard Empire propaganda poster from around the time of the final Human-Lizard war. It invites the viewer to enlist in the military to avenge the strike on Atrakor and take the fight to the humans.,,pending,
cc7337e2,game/objects/effects/decals/posters/bs12.dm,150,desc,An old Third Soviet Union propaganda poster from centuries ago. 'Escape to the one place that hasn't been corrupted by capitalism!',,pending,
4536a07b,game/objects/effects/decals/posters/bs12.dm,155,desc,"Andromeda Bitters: good for the body, good for the soul. Made in New Trinidad, now and forever.",,pending,
4ccae439,game/objects/effects/decals/posters/bs12.dm,160,desc,"I told you to shake it, no stirring.",,pending,
a4f0f9f5,game/objects/effects/decals/remains.dm,2,name,remains,,pending,
bd23197b,game/objects/effects/decals/remains.dm,11,name,remains,,pending,
089c5ed4,game/objects/effects/decals/remains.dm,20,name,remains,,pending,
c379510c,game/objects/effects/decals/remains.dm,29,name,remains,,pending,
bdfbac09,game/objects/effects/decals/remains.dm,3,desc,They look like human remains. They have a strange aura about them.,,pending,
429946e5,game/objects/effects/decals/remains.dm,12,desc,They look like the remains of some horrible creature. They are not pleasant to look at...,,pending,
d84ac5f7,game/objects/effects/decals/remains.dm,21,desc,They look like the remains of something mechanical. They have a strange aura about them.,,pending,
cf75d073,game/objects/effects/decals/remains.dm,30,desc,"They look like the remains of some kind of brass construct. Even now, their eye seems to emit a faint red glow.",,pending,
99010eaf,game/objects/effects/decals/rune.dm,2,name,rune,,pending,
94c6c8af,game/objects/effects/decals/rune.dm,3,desc,A rune drawn in blood.,,pending,
a5da4086,game/objects/effects/decals/turfdecals/environmental.dm,54,name,dirt,,pending,
072eaa4f,game/objects/effects/decals/turfdecals/environmental.dm,66,name,sand,,pending,
c54c512d,game/objects/effects/decals/turfdecals/environmental.dm,74,name,river,,pending,
fa03a5b6,game/objects/effects/decals/turfdecals/environmental.dm,55,desc,"A dirty pile, it looks thinner in certain areas.",,pending,
95c81aa6,game/objects/effects/decals/turfdecals/markings.dm,221,name,catwalk,,pending,
d482fe1c,game/objects/effects/decals/turfdecals/markings.dm,229,name,some rocks,,pending,
6366bb21,game/objects/effects/decals/turfdecals/markings.dm,234,name,some ice rocks,,pending,
af77b0dc,game/objects/effects/decals/turfdecals/markings.dm,242,name,some foliage,,pending,
bfaa87a5,game/objects/effects/decals/turfdecals/markings.dm,249,name,a stain,,pending,
d130798e,game/objects/effects/decals/turfdecals/markings.dm,265,name,tape,,pending,
f0d50666,game/objects/effects/decals/turfdecals/markings.dm,223,desc,"These things have no depth to them, are they just, painted on?",,pending,
27da25e9,game/objects/effects/decals/turfdecals/markings.dm,230,desc,A collection of sad little rocks.,,pending,
d704751e,game/objects/effects/decals/turfdecals/markings.dm,235,desc,A smattering of ice and rock littered about haphazardly.,,pending,
61c4aec3,game/objects/effects/decals/turfdecals/markings.dm,243,desc,A few brave tufts of snow grass.,,pending,
61733c52,game/objects/effects/decals/turfdecals/markings.dm,250,desc,"A nasty looking brown stain, could be coffee, soot, water damage. Who knows.",,pending,
21a8053b,game/objects/effects/decals/turfdecals/markings.dm,266,desc,It's some tape cordoning off an area,,pending,
ec6c7d61,game/objects/effects/decals/turfdecals/tilecoloring.dm,2,name,tile decal,,pending,
66ba8fa1,game/objects/effects/decals/turfdecals/tilecoloring.dm,10,name,blue corner,,pending,
3ea1b6db,game/objects/effects/decals/turfdecals/tilecoloring.dm,15,name,opposing blue corners,,pending,
2510b052,game/objects/effects/decals/turfdecals/tilecoloring.dm,19,name,blue half,,pending,
ba65d0bd,game/objects/effects/decals/turfdecals/tilecoloring.dm,23,name,contrasted blue half,,pending,
4bce4f4c,game/objects/effects/decals/turfdecals/tilecoloring.dm,27,name,blue anticorner,,pending,
bad9c4aa,game/objects/effects/decals/turfdecals/tilecoloring.dm,31,name,contrasted blue anticorner,,pending,
b0d3ea76,game/objects/effects/decals/turfdecals/tilecoloring.dm,35,name,blue fourcorners,,pending,
476b0822,game/objects/effects/decals/turfdecals/tilecoloring.dm,39,name,blue full,,pending,
538cde0e,game/objects/effects/decals/turfdecals/tilecoloring.dm,43,name,blue diagonal centre,,pending,
f29e11e3,game/objects/effects/decals/turfdecals/tilecoloring.dm,47,name,blue diagonal edge,,pending,
d6639eb2,game/objects/effects/decals/turfdecals/tilecoloring.dm,52,name,dark blue corner,,pending,
d8c9e430,game/objects/effects/decals/turfdecals/tilecoloring.dm,57,name,opposing dark blue corners,,pending,
be2b9af2,game/objects/effects/decals/turfdecals/tilecoloring.dm,61,name,dark blue half,,pending,
5635f459,game/objects/effects/decals/turfdecals/tilecoloring.dm,65,name,contrasted dark blue half,,pending,
2d566d05,game/objects/effects/decals/turfdecals/tilecoloring.dm,69,name,dark blue anticorner,,pending,
a53d3816,game/objects/effects/decals/turfdecals/tilecoloring.dm,73,name,contrasted dark blue anticorner,,pending,
77d03757,game/objects/effects/decals/turfdecals/tilecoloring.dm,77,name,dark blue fourcorners,,pending,
51acca59,game/objects/effects/decals/turfdecals/tilecoloring.dm,81,name,dark blue full,,pending,
9cd42c0c,game/objects/effects/decals/turfdecals/tilecoloring.dm,85,name,dark blue diagonal centre,,pending,
c4aa09fa,game/objects/effects/decals/turfdecals/tilecoloring.dm,89,name,dark blue diagonal edge,,pending,
ac74729b,game/objects/effects/decals/turfdecals/tilecoloring.dm,94,name,green corner,,pending,
4fd8ce32,game/objects/effects/decals/turfdecals/tilecoloring.dm,99,name,opposing green corners,,pending,
84aaf758,game/objects/effects/decals/turfdecals/tilecoloring.dm,103,name,green half,,pending,
946d701e,game/objects/effects/decals/turfdecals/tilecoloring.dm,107,name,contrasted green half,,pending,
ee8d147c,game/objects/effects/decals/turfdecals/tilecoloring.dm,111,name,green anticorner,,pending,
a89507fc,game/objects/effects/decals/turfdecals/tilecoloring.dm,115,name,contrasted green anticorner,,pending,
5f52ddeb,game/objects/effects/decals/turfdecals/tilecoloring.dm,119,name,green fourcorners,,pending,
c86f59d0,game/objects/effects/decals/turfdecals/tilecoloring.dm,123,name,green full,,pending,
f9819b61,game/objects/effects/decals/turfdecals/tilecoloring.dm,127,name,green diagonal centre,,pending,
74e045a4,game/objects/effects/decals/turfdecals/tilecoloring.dm,131,name,green diagonal edge,,pending,
39ef06ff,game/objects/effects/decals/turfdecals/tilecoloring.dm,136,name,dark green corner,,pending,
b4c0d224,game/objects/effects/decals/turfdecals/tilecoloring.dm,141,name,opposing dark green corners,,pending,
d76797c0,game/objects/effects/decals/turfdecals/tilecoloring.dm,145,name,dark green half,,pending,
eae0a474,game/objects/effects/decals/turfdecals/tilecoloring.dm,149,name,contrasted dark green half,,pending,
d2e4c8e4,game/objects/effects/decals/turfdecals/tilecoloring.dm,153,name,dark green anticorner,,pending,
a834556f,game/objects/effects/decals/turfdecals/tilecoloring.dm,157,name,contrasted dark green anticorner,,pending,
e4bb838d,game/objects/effects/decals/turfdecals/tilecoloring.dm,161,name,dark green fourcorners,,pending,
e5d0839a,game/objects/effects/decals/turfdecals/tilecoloring.dm,165,name,dark green full,,pending,
9d31d0fd,game/objects/effects/decals/turfdecals/tilecoloring.dm,169,name,dark green diagonal centre,,pending,
79be7d65,game/objects/effects/decals/turfdecals/tilecoloring.dm,173,name,dark green diagonal edge,,pending,
c71d18b2,game/objects/effects/decals/turfdecals/tilecoloring.dm,178,name,yellow corner,,pending,
eb5b0f2e,game/objects/effects/decals/turfdecals/tilecoloring.dm,183,name,opposing yellow corners,,pending,
79011415,game/objects/effects/decals/turfdecals/tilecoloring.dm,187,name,yellow half,,pending,
2b103824,game/objects/effects/decals/turfdecals/tilecoloring.dm,191,name,contrasted yellow half,,pending,
1685cc4b,game/objects/effects/decals/turfdecals/tilecoloring.dm,195,name,yellow anticorner,,pending,
433385c1,game/objects/effects/decals/turfdecals/tilecoloring.dm,199,name,contrasted yellow anticorner,,pending,
c52fb790,game/objects/effects/decals/turfdecals/tilecoloring.dm,203,name,yellow fourcorners,,pending,
9e560a61,game/objects/effects/decals/turfdecals/tilecoloring.dm,207,name,yellow full,,pending,
5f5c10bc,game/objects/effects/decals/turfdecals/tilecoloring.dm,211,name,yellow diagonal centre,,pending,
4739727f,game/objects/effects/decals/turfdecals/tilecoloring.dm,215,name,yellow diagonal edge,,pending,
8d2ae7d0,game/objects/effects/decals/turfdecals/tilecoloring.dm,220,name,red corner,,pending,
04287330,game/objects/effects/decals/turfdecals/tilecoloring.dm,225,name,opposing red corners,,pending,
c9e3bc95,game/objects/effects/decals/turfdecals/tilecoloring.dm,229,name,red half,,pending,
9e70e359,game/objects/effects/decals/turfdecals/tilecoloring.dm,233,name,contrasted red half,,pending,
629efc91,game/objects/effects/decals/turfdecals/tilecoloring.dm,237,name,red anticorner,,pending,
ee9c5842,game/objects/effects/decals/turfdecals/tilecoloring.dm,241,name,contrasted red anticorner,,pending,
163bc942,game/objects/effects/decals/turfdecals/tilecoloring.dm,245,name,red fourcorners,,pending,
ec0583ac,game/objects/effects/decals/turfdecals/tilecoloring.dm,249,name,red full,,pending,
0de41393,game/objects/effects/decals/turfdecals/tilecoloring.dm,253,name,red diagonal centre,,pending,
2a479c58,game/objects/effects/decals/turfdecals/tilecoloring.dm,257,name,red diagonal edge,,pending,
8d8e4143,game/objects/effects/decals/turfdecals/tilecoloring.dm,262,name,dark red corner,,pending,
a63661d1,game/objects/effects/decals/turfdecals/tilecoloring.dm,267,name,opposing dark_red corners,,pending,
4b51bfac,game/objects/effects/decals/turfdecals/tilecoloring.dm,271,name,dark red half,,pending,
9f8c940d,game/objects/effects/decals/turfdecals/tilecoloring.dm,275,name,contrasted dark red half,,pending,
cc5680e1,game/objects/effects/decals/turfdecals/tilecoloring.dm,279,name,dark red anticorner,,pending,
fd29677a,game/objects/effects/decals/turfdecals/tilecoloring.dm,283,name,contrasted dark red anticorner,,pending,
9d7b3805,game/objects/effects/decals/turfdecals/tilecoloring.dm,287,name,dark red fourcorners,,pending,
dc6d5776,game/objects/effects/decals/turfdecals/tilecoloring.dm,291,name,dark red full,,pending,
d36d8a2a,game/objects/effects/decals/turfdecals/tilecoloring.dm,295,name,dark red diagonal centre,,pending,
dfbb3888,game/objects/effects/decals/turfdecals/tilecoloring.dm,299,name,dark red diagonal edge,,pending,
795c51fb,game/objects/effects/decals/turfdecals/tilecoloring.dm,304,name,bar corner,,pending,
e0b1b82c,game/objects/effects/decals/turfdecals/tilecoloring.dm,310,name,opposing bar corners,,pending,
1a66882e,game/objects/effects/decals/turfdecals/tilecoloring.dm,314,name,bar half,,pending,
353232bd,game/objects/effects/decals/turfdecals/tilecoloring.dm,318,name,contrasted bar half,,pending,
959d5094,game/objects/effects/decals/turfdecals/tilecoloring.dm,322,name,bar anticorner,,pending,
f085603c,game/objects/effects/decals/turfdecals/tilecoloring.dm,326,name,contrasted bar anticorner,,pending,
89cec4c1,game/objects/effects/decals/turfdecals/tilecoloring.dm,330,name,bar fourcorners,,pending,
8dba9a80,game/objects/effects/decals/turfdecals/tilecoloring.dm,334,name,bar full,,pending,
cbf78d9c,game/objects/effects/decals/turfdecals/tilecoloring.dm,338,name,bar diagonal centre,,pending,
509fe1ec,game/objects/effects/decals/turfdecals/tilecoloring.dm,342,name,bar diagonal edge,,pending,
5ba5218d,game/objects/effects/decals/turfdecals/tilecoloring.dm,347,name,purple corner,,pending,
7273cc18,game/objects/effects/decals/turfdecals/tilecoloring.dm,352,name,opposing purple corners,,pending,
b7cdac68,game/objects/effects/decals/turfdecals/tilecoloring.dm,356,name,purple half,,pending,
fe43d524,game/objects/effects/decals/turfdecals/tilecoloring.dm,360,name,contrasted purple half,,pending,
71ee383f,game/objects/effects/decals/turfdecals/tilecoloring.dm,364,name,purple anticorner,,pending,
f6690fa5,game/objects/effects/decals/turfdecals/tilecoloring.dm,368,name,contrasted purple anticorner,,pending,
1c1c1244,game/objects/effects/decals/turfdecals/tilecoloring.dm,372,name,purple fourcorners,,pending,
3b59861a,game/objects/effects/decals/turfdecals/tilecoloring.dm,376,name,purple full,,pending,
9b9b7369,game/objects/effects/decals/turfdecals/tilecoloring.dm,380,name,purple diagonal centre,,pending,
a604d404,game/objects/effects/decals/turfdecals/tilecoloring.dm,384,name,bar diagonal edge,,pending,
67e23d88,game/objects/effects/decals/turfdecals/tilecoloring.dm,389,name,brown corner,,pending,
28288915,game/objects/effects/decals/turfdecals/tilecoloring.dm,394,name,opposing brown corners,,pending,
34814c46,game/objects/effects/decals/turfdecals/tilecoloring.dm,398,name,brown half,,pending,
5e459ffd,game/objects/effects/decals/turfdecals/tilecoloring.dm,402,name,contrasted brown half,,pending,
017b958c,game/objects/effects/decals/turfdecals/tilecoloring.dm,406,name,brown anticorner,,pending,
400395ad,game/objects/effects/decals/turfdecals/tilecoloring.dm,409,name,contrasted brown anticorner,,pending,
6caaec27,game/objects/effects/decals/turfdecals/tilecoloring.dm,413,name,brown fourcorners,,pending,
68c2b69a,game/objects/effects/decals/turfdecals/tilecoloring.dm,417,name,brown full,,pending,
81c6516e,game/objects/effects/decals/turfdecals/tilecoloring.dm,421,name,brown diagonal centre,,pending,
4122d6a7,game/objects/effects/decals/turfdecals/tilecoloring.dm,425,name,brown diagonal edge,,pending,
7440d6df,game/objects/effects/decals/turfdecals/tilecoloring.dm,430,name,neutral corner,,pending,
ccac8cdb,game/objects/effects/decals/turfdecals/tilecoloring.dm,436,name,opposing neutral corners,,pending,
fb469e24,game/objects/effects/decals/turfdecals/tilecoloring.dm,440,name,neutral half,,pending,
23ecd9a4,game/objects/effects/decals/turfdecals/tilecoloring.dm,444,name,contrasted neutral half,,pending,
7b7e28fa,game/objects/effects/decals/turfdecals/tilecoloring.dm,448,name,neutral anticorner,,pending,
049de6ca,game/objects/effects/decals/turfdecals/tilecoloring.dm,452,name,contrasted neutral anticorner,,pending,
be6b130b,game/objects/effects/decals/turfdecals/tilecoloring.dm,456,name,neutral fourcorners,,pending,
0bfe57e8,game/objects/effects/decals/turfdecals/tilecoloring.dm,460,name,neutral full,,pending,
a31a3e26,game/objects/effects/decals/turfdecals/tilecoloring.dm,464,name,neutral diagonal centre,,pending,
7dbbdba8,game/objects/effects/decals/turfdecals/tilecoloring.dm,468,name,neutral diagonal edge,,pending,
517434d8,game/objects/effects/decals/turfdecals/tilecoloring.dm,473,name,dark corner,,pending,
42201c5e,game/objects/effects/decals/turfdecals/tilecoloring.dm,478,name,opposing dark corners,,pending,
c19f0309,game/objects/effects/decals/turfdecals/tilecoloring.dm,482,name,dark half,,pending,
123f53a5,game/objects/effects/decals/turfdecals/tilecoloring.dm,486,name,contrasted dark half,,pending,
1b076d6f,game/objects/effects/decals/turfdecals/tilecoloring.dm,490,name,dark anticorner,,pending,
6e7d782b,game/objects/effects/decals/turfdecals/tilecoloring.dm,494,name,contrasted dark anticorner,,pending,
20c25c6c,game/objects/effects/decals/turfdecals/tilecoloring.dm,498,name,dark fourcorners,,pending,
da8db9f6,game/objects/effects/decals/turfdecals/tilecoloring.dm,502,name,dark full,,pending,
